caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
a piece of broccoli and a knife on a bench,bench,knife,broccoli,000000430753.jpg,10,7,4,573606
a person sitting on a bench with an open umbrella,person,umbrella,bench,000000326113.jpg,2,10,6,576740
A car and a dog by a herd of sheep.,sheep,dog,car,000000573807.jpg,10,5,2,579573
A person with a hat that looks like a bus,person,bus,hat,000000037771.jpg,2,10,5,580804
A person sitting on top of a wooden bench near a subway train.,person,train,bench,000000532714.jpg,2,13,9,589251
A dog with a tennis ball in its mouth looking out the window of a bus.,bus,dog,window,000000543389.jpg,16,2,13,596448
a person is sitting on a bench and a silver train,person,train,bench,000000532714.jpg,2,11,7,596706
"A studio apartment with bed, tv, and desk",bed,tv,desk,000000412853.jpg,5,7,10,609311
A person trying to feed a carrot to a giraffe.,carrot,person,giraffe,000000167189.jpg,7,2,10,611159
A person holds a carrot out to a giraffe.,carrot,person,giraffe,000000167189.jpg,5,2,9,616334
A man in a coat and hat sits on a bench at a train station and reads.,train,bench,hat,000000493483.jpg,14,11,7,621327
An orange school bus is reflected in the side mirror of another vehicle.,orange,mirror,bus,000000275168.jpg,2,10,4,633204
A grey cat curls up on a red bench in front of a post office window.,cat,bench,window,000000212780.jpg,3,9,16,672258
A car window covered in water facing a truck.,truck,window,car,000000102307.jpg,9,3,2,672916
a giraffe sticks its tongue out towards a piece of carrot being held up by a person,carrot,person,giraffe,000000501022.jpg,11,17,2,681237
A zebra eats grass near a giraffe and a cow.,giraffe,zebra,cow,000000332243.jpg,7,2,10,682666
A person feeding a carrot to a giraffe who has its tongue out.,carrot,person,giraffe,000000501022.jpg,5,2,8,688479
An orange and white cat resting on a wooden bench.,orange,cat,bench,000000175421.jpg,2,5,10,698687
Black cat lying on wooden bench outdoors next to window and table.,cat,bench,window,000000382441.jpg,2,6,10,703923
A person with a backpack standing on sidewalk waiting on the bus coming down the road.,backpack,person,bus,000000166621.jpg,5,2,12,711350
A person takes a photo of the side mirror on a bus.,person,mirror,bus,000000449573.jpg,2,9,12,727927
A person crossing the street on a skateboard in front of a bus.,person,bus,skateboard,000000316571.jpg,2,13,8,740777
A person sitting on the end of a bench with a passenger train pulled up to the platform.,person,train,bench,000000532714.jpg,2,13,9,744471
A person on a wooden bench with a dog.,person,bench,dog,000000011401.jpg,2,6,9,750869
a car parked by a building with blue window and door frames,door,window,car,000000276506.jpg,11,9,2,752478
a person sitting on a bench near a cat ,cat,person,bench,000000225331.jpg,9,2,6,760849
"A city street with busy traffic including a yellow bus, many cars and a person ridding a bicycle.",person,bicycle,bus,000000182064.jpg,16,20,10,761066
A book is on a bench beside a cup and pastry.,cup,bench,book,000000571721.jpg,9,6,2,762248
An orange tabby cat sitting on a bright blue bench.,orange,cat,bench,000000350592.jpg,2,4,10,768304
A bird sitting on top of a bench and a cat sitting underneath it.,cat,bench,bird,000000013040.jpg,11,8,2,769250
Does the bird know that the cat is under the bench and vice versa?,cat,bench,bird,000000013040.jpg,7,11,3,769376
A bird perched on a park bench as a cat hides underneath.,cat,bench,bird,000000013040.jpg,10,7,2,770072
A cat sitting on a bench in a flower bed.,bed,cat,bench,000000035712.jpg,10,2,6,770406
a mirror shows a person and bus in it ,person,mirror,bus,000000295762.jpg,5,2,7,776529
An orange and white cat sitting on a blue bench.,orange,cat,bench,000000350592.jpg,2,5,10,779644
A car sitting at a traffic light near a motorcycle and transit bus.,motorcycle,bus,car,000000271441.jpg,10,13,2,794153
a person and a dog are on a bench,person,bench,dog,000000381546.jpg,2,9,5,800892
Person laying on an outdoor bench with the dog overlooking the mountain. ,person,bench,dog,000000094769.jpg,1,6,9,801445
a close up of a person in a car and a giraffe in the background ,person,giraffe,car,000000418912.jpg,6,12,9,803006
A person sitting on a bench with a dog near them.,person,bench,dog,000000094769.jpg,2,6,9,811792
a person feeding a small sheep with a bottle ,bottle,person,sheep,000000357668.jpg,9,2,6,817272
A tan cat wearing an old bowl as a hat.,cat,bowl,hat,000000502495.jpg,3,7,10,9034
A man sits in a chair tugging at his hat while wearing a shirt and tie.,tie,chair,hat,000000055872.jpg,17,6,11,10914
a person standing in a door way and a horse in the foreground,horse,door,person,000000572926.jpg,10,6,2,33437
An orange house cat wearing a hat. ,orange,cat,hat,000000129445.jpg,2,4,7,36380
a person in red wearing a woven hat on a boat with fruits,person,boat,hat,000000319517.jpg,2,11,8,38505
An orange truck hauls a multi color bus.,orange,bus,truck,000000530834.jpg,2,9,3,65868
A little dog lays on a bed wearing a blue knitted hat and is revealing only one brown eye.,bed,hat,dog,000000163813.jpg,7,12,3,82270
A small dog with a blue snow hat on its head while it lays on a couch.,couch,hat,dog,000000163813.jpg,17,8,3,82411
A dog lays on a couch with a blue hat on.,couch,hat,dog,000000163813.jpg,6,10,2,84658
A large white and grey bird with an orange beak sitting on the side of a boat dock.,orange,boat,bird,000000264555.jpg,9,17,6,86699
A person cutting small servings of a train cake,person,train,cake,000000354318.jpg,2,9,10,90233
A man taking a photo of a bird outside his car window.,bird,window,car,000000454172.jpg,8,12,11,96533
A person is sitting in a chair on a sidewalk while a bus drives by.,chair,person,bus,000000545948.jpg,7,2,13,97458
A bird sits on a car's rear view mirror.,mirror,bird,car,000000346583.jpg,10,2,6,99485
A small bird sitting on a car's side view mirror.,mirror,bird,car,000000346583.jpg,11,3,7,99740
A tiny bird sits on a car's mirror,mirror,bird,car,000000346583.jpg,9,3,7,101744
A gray russian blue cat wearing an elf hat while laying on a bed.,bed,cat,hat,000000121229.jpg,14,5,9,106902
A man in an umbrella hat eating an orange,orange,umbrella,hat,000000195998.jpg,9,5,6,107115
A tiny bird rest on a car mirror.,mirror,bird,car,000000346583.jpg,8,3,7,110681
A small bird perched on top of a car mirror,mirror,bird,car,000000147094.jpg,10,3,9,112114
"Giraffe's, Rhino, Bird and Zebra in an unnatural setting.",giraffe,zebra,bird,000000412868.jpg,1,8,6,114515
A bird sitting perched on a car mirror,mirror,bird,car,000000147094.jpg,8,2,7,115237
There is a bird sitting on a car mirror,mirror,bird,car,000000147094.jpg,9,4,8,116227
A woman in a hat sitting in a chair next to an adorable dog.,chair,hat,dog,000000474869.jpg,9,5,14,117299
This an image of a bird on a car mirror,mirror,bird,car,000000147094.jpg,10,6,9,117655
an orange and white bus and lots of signs in its front window,orange,bus,window,000000258642.jpg,2,5,13,124282
A man wearing a colorful umbrella hat holds an orange.,orange,umbrella,hat,000000195998.jpg,10,6,7,125190
A man in a colorful umbrella hat holds an orange.,orange,umbrella,hat,000000195998.jpg,10,6,7,125208
a close up of a person holding a dog sitting on a couch,couch,person,dog,000000552641.jpg,13,6,9,128669
A white bird sitting on the door of an oven.,door,oven,bird,000000212174.jpg,7,10,3,133225
A bird perches on a car's rear view window.,bird,window,car,000000147094.jpg,2,11,7,141142
An elephant uses its truck to hold a hat.,elephant,hat,truck,000000403899.jpg,2,9,5,152091
The legs of a person resting on a train with a backpack nearby.,backpack,person,train,000000290693.jpg,12,5,9,152980
A person wearing a suit and tie with a hat half-covering his face.,tie,person,hat,000000477475.jpg,7,2,10,154701
"A person wearing a blue shirt with yellow letters, a heart shaped necklace and a hat, sitting near a laptop computer.",person,laptop,hat,000000557245.jpg,2,22,17,156031
A train on a track viewed from a car showing a reflection in the side mirror.,train,mirror,car,000000366058.jpg,2,16,9,161225
A rear view mirror on a car next to a train.,train,mirror,car,000000366058.jpg,11,4,7,170828
A person rides a horse along a beach while waving a hat.,horse,person,hat,000000459349.jpg,5,2,12,177157
A person lying on a bed with a parrot and dog.,bed,person,dog,000000369521.jpg,6,2,11,186788
a dog on the ground with a young person holding a hat on its head,person,hat,dog,000000280450.jpg,9,12,2,188828
A person wearing a neon safety vest holding an orange and green umbrella,orange,person,umbrella,000000122731.jpg,10,2,13,191176
A young child in a colorful hat holding a green and orange umbrella.,orange,umbrella,hat,000000122731.jpg,12,13,7,199009
an old photo of a person on a horse and a dog near by,horse,person,dog,000000216528.jpg,9,6,12,199600
A person holds an umbrella out of a train on a rainy day.,person,train,umbrella,000000448376.jpg,2,9,5,204918
Someone holding a blue umbrella out a train door. ,door,train,umbrella,000000448376.jpg,9,8,5,205599
a person with a blue umbrella is leaning out of a train,person,train,umbrella,000000448376.jpg,2,12,6,207276
An orange truck towing a large train on it's back.,orange,train,truck,000000238902.jpg,2,7,3,215079
A white bird standing on a clock by a window.,clock,bird,window,000000329553.jpg,7,3,10,215429
a dog wearing a hat and sitting n the lap of a person.,person,hat,dog,000000127103.jpg,13,5,2,225260
A bird feeding from a plate and other from a bowl. ,bowl,bird,plate,000000135628.jpg,11,2,6,226781
A blue and orange passenger train car going past a busy street.,orange,train,car,000000067256.jpg,4,6,7,232314
"an orange truck, with a trailer with a bus on it",orange,bus,truck,000000238902.jpg,2,10,3,234978
A truck and luggage sitting on a cart by the dining saloon car of a train.,train,truck,car,000000008385.jpg,16,2,13,239603
A giraffe stands alone under an umbrella at a bowl of a hay.,giraffe,umbrella,bowl,000000032667.jpg,2,7,10,240046
A person lying on a bunk bed while a man sits in a chair observing an object.,chair,bed,person,000000507875.jpg,14,7,2,246409
A bird perched on a clock next to a window.,clock,bird,window,000000329553.jpg,6,2,10,248720
Dachund type dog sitting in person's lap at table with hat and neck scarf on. ,person,hat,dog,000000152965.jpg,7,13,4,249063
A person with a suitcase standing next to a parked bus.,person,suitcase,bus,000000280020.jpg,2,5,11,253333
"A dog laying on the floor with a dove next to it and a cat behind them, on the other side of a sliding glass door.",door,cat,dog,000000456438.jpg,27,15,2,256195
A bird drinking water in a water bottle hung outside a window.,bottle,bird,window,000000033799.jpg,8,2,12,257475
A white bird stands on top of a clock in front of a window.,clock,bird,window,000000329553.jpg,9,3,14,257903
"Dog and bird loose on a floor, with a cat behind a glass door, glowering at the bird.",door,cat,dog,000000456438.jpg,15,11,1,259999
"The dog, cat, and bird are all on the floor in the room.",cat,bird,dog,000000456438.jpg,4,7,2,264130
The small bird is perched on the mouse of the laptop. ,mouse,laptop,bird,000000263458.jpg,8,11,3,274708
A baby bird is sitting on the mouse of a laptop.,mouse,laptop,bird,000000263458.jpg,8,11,3,276388
A cat sitting next to a window looking out on a bird.,cat,bird,window,000000076985.jpg,2,12,7,292219
An apple sitting on a keyboard of a laptop,apple,laptop,keyboard,000000203673.jpg,2,9,6,293585
an apple sitting on the keyboard of a laptop computer,apple,laptop,keyboard,000000203673.jpg,2,9,6,293621
A man using his Apple laptop computer in bed.,bed,apple,laptop,000000261240.jpg,10,5,6,294630
A person wearing hat in a boat in the sea.,person,boat,hat,000000317934.jpg,2,7,4,303655
A cake made to look like a train using apple slices.,train,apple,cake,000000359567.jpg,8,10,2,304223
"A cake with apple wheels and marshmallows and words that read ""nursery train.""",train,apple,cake,000000359567.jpg,14,4,2,309332
This giraffe is standing near a car and a person.,person,giraffe,car,000000229733.jpg,10,2,7,315070
A black cat looking out the window at a black bird.,cat,bird,window,000000370808.jpg,3,11,7,323951
A person in a straw hat shearing a sheep with horns.,person,hat,sheep,000000357340.jpg,2,6,10,324522
A cat by a window with a small bird outside.,cat,bird,window,000000370808.jpg,2,9,5,326768
A cat watches a bird through a window.,cat,bird,window,000000370808.jpg,2,5,8,327143
A man in a black shirt holds a knife on top of a cake cat.,cat,cake,knife,000000092916.jpg,15,14,9,331598
A bird being offered water from a person holding a small cup.,cup,person,bird,000000162880.jpg,12,8,2,336901
A colorful bird over a cup being held by a person.,cup,person,bird,000000162880.jpg,6,11,3,337534
A brown and tan bird on a white plate with a persons hand holding a fork.,fork,bird,plate,000000121193.jpg,16,5,9,338949
A person is wearing a silly hat by a table with a cake.,person,cake,hat,000000438496.jpg,2,13,7,349166
A person with a hat on in a boat pointing at something on shore.,person,boat,hat,000000397431.jpg,2,9,5,354642
A person with a party hat getting ready to bring a birthday cake to someone.,person,cake,hat,000000438496.jpg,2,13,6,357836
A bus or train car with a cafe counter built in.,train,bus,car,000000305460.jpg,4,2,5,366965
some white sheep a black and white dog and a person,person,sheep,dog,000000520848.jpg,11,3,8,372375
A person in black jacket leaning against a black train car in snow.,person,train,car,000000482159.jpg,2,10,11,379453
A person is standing behind a train car in the snow.,person,train,car,000000482159.jpg,2,7,8,384475
Young long-haired woman in hat and blue mini-dress appears to fly above a field with an umbrella and suitcase in her hands. ,suitcase,umbrella,hat,000000431890.jpg,23,21,7,391419
A hat is on top of a cake shaped like a baseball plate.,cake,hat,plate,000000138514.jpg,8,2,13,403949
a person peeking out the window of a small red and black toy train sitting in some gravel outside,person,train,window,000000047194.jpg,2,14,6,412480
A man with a tie and hat on holding a Spiderman Kite.,tie,hat,kite,000000036157.jpg,5,7,12,444304
A bird inside the door of a cuckoo clock.,door,clock,bird,000000299496.jpg,5,9,2,446469
